标记	英文	音标	中文
	sheer	FiE	adj.全然的, 纯粹的, 绝对的, 彻底的, 透明的, 峻峭的vi.避开, 躲避, 偏航vt.使避开, 使偏航adv.完全, 全然, 峻峭n.偏航
	sheet	Fi:t	n.(一)片, (一)张, 薄片, 被单, 被褥
	shelf	Felf	n.架子, 搁板
	shell	Fel	n.贝壳, 壳, 外形, 炮弹vt.去壳, 脱落, 炮轰vi.剥落, 脱壳[计] 设定命令行解释器的位置
	shelter	5FeltE	n.掩蔽处, 身避处, 掩蔽, 保护, 庇护所, 掩体v.掩蔽, 躲避
	shepherd	5FepEd	n.牧羊人, 牧羊狗v.牧羊, 看管, 带领
	shield	Fi:ld	n.防护物, 护罩, 盾, 盾状物vt.(from) 保护, 防护v.遮蔽
	shift	Fift	n.移动, 轮班, 移位, 变化, 办法, 手段vt.替换, 转移, 改变, 移转, 推卸, 变速vi.转换, 移动, 转变, 推托, 变速
	shilling	5FiliN	n.先令(1971年以前的英国货币单位)
	shine	Fain	v.照耀, 发光vt.擦亮n.光泽, 光亮
	ship	Fip	n.船, 海船, 舰v.装上船, 航运, 载运, 在船上工作
	shipment	5FipmEnt	n.装船, 出货
	shirt	FE:t	n.衬衫, 衬衣
	shiver	5FivE	v.颤抖, 打碎, 碎裂n.(无法控制的)颤抖, 碎片
	shock	FCk	n.打击, 震动, 冲突, 休克, 突击, 禾束堆, 乱蓬的头发vt.使震动, 使休克, 使受电击, 震惊得vi.震动, 吓人adj.蓬乱的, 浓密的
	shoe	Fu:	n.鞋, 鞋子v.穿...鞋
	shoot	Fu:t	n.射击, 发射, 摄影, 急流vt.射击, 投射, 伸出, 拍摄, 用完, 挥出, 给...注射, 使爆炸vi.射出, 射击, 发出, 发芽, 射门, 拍电影
	shop	FCp	n.商店, 店铺vi.买东西, 购货
	shopkeeper	5FRpki:pE(r)	n.店主
	shore	FC:, FCE	n.岸, 海滨, 支撑柱vt.支撑, 支持
	short	FC:t	n.简略, 短路, 短裤adj.短的, 矮的, 不足的, 不够的, (智力等)弱的, 浅薄的, 松脆的, 简短adv.突然, 缺乏, 不足
	shortage	5FC:tidV	n.不足, 缺乏
	shortcoming	5FC:tkQmIN	n.缺点, 短处
	shorthand	5FC:thAnd	n.速记
	shortly	5FC:tli	adv.立刻, 不久, 简略地, 简言之, 即刻
	shot	FCt	n.开枪, 射击, 子弹, 炮弹
	should	Fud, FEd, Fd	v.aux.应该, 将要
	shoulder	5FEuldE	n.肩, 肩部, 侧翼vt.肩负, 承当
	shout	Faut	v.呼喊, 呼叫n.呼喊, 呼叫
	shove	FQv	n.<口>推, 挤vt.<口>推挤, 猛推, 强使vi.推
	show	FEu	n.表示, 展览, 炫耀, 外观, 假装v.出示, 指示, 引导, 说明, 显示, 展出, 放映
	shower	5FauE	n.阵雨, 淋浴, (一)阵, (一)大批vt.大量地给与
	shrewd	Fru:d	adj.精明
	shrink	FriNk	v.收缩, (使)皱缩, 缩短
	shrug	FrQ^	n.耸肩v.耸肩
	shut	FQt	v.关上, 闭上, 关闭
	shutter	5FQtE	n.关闭者, 百叶窗, 快门, <美俚>安眠药vt.关上, 装以遮门, 以百叶窗遮闭
	shuttle	5FQtl	n.往返汽车(列车、飞机), 航天飞机, 梭子, 穿梭v.穿梭往返
	shy	Fai	adj.怕羞的, 畏缩的, 害羞的
	sick	sik	n.病人adj.不舒服, 有病的, 恶心的, 厌恶的, 渴望的, 病态的vt.呕吐, 追击, 使狗去咬
	side	said	n.边, 旁边, 面, 侧面, 胁, 一方, (一个)方面, 摆架子adj.旁边的, 侧面的, 副的, 枝节的vi.站在同一边
	sideways	5saIdweIz	adv.向一旁, 向侧面地, 斜地里adj.一旁的, 向侧面的
	siege	si:dV	n.包围, 围城, 长期努力, 不断袭击, 围攻v.包围, 围攻
	sigh	sai	n.叹息, 叹息声vi.叹息, 叹气
	sight	sait	n.视力, 视觉, 见, 瞥见, 视域, 眼界
	sightseeing	5saitsi:iN	n.观光
	sign	sain	n.标记, 符号, 记号, 征兆, 迹象, 征候v.签名(于), 署名(于)_, 签署
	signal	5si^nl	n.信号adj.信号的v.发信号, 用信号通知
	signature	5si^nitFE	n.签名, 署名, 信号
	significance	si^5nifikEns	n.意义, 重要性
	significant	si^5nifikEnt	adj.有意义的, 重大的, 重要的
	signify	5si^nifai	vt.表示, 意味vi.要紧, 有重要性v.颇为重要, 表示
	silence	5sailEns	n.静, 寂静, 沉默, 静默vt.使沉默, 使安静v.压制
	silent	5sailEnt	adj.寂静的, 沉默的, 无声的, 无记载的
	silicon	5silikEn	n.[化]硅, 硅元素
	silk	silk	n.丝绸
	silly	5sili	adj.愚蠢的, 无聊的, 失去知觉的, 无助的
	silver	5silvE	n.银, 银子vt.镀银
	similar	5similE	adj.相似的, 类似的
	simple	5simpl	adj.简单的, 简易的, 朴素的, 简朴的, 天真的, 率直的, 无经验的, 易受骗的
	simplicity	sim5plisiti	n.简单, 简易, 朴素, 直率
	simplify	5simplifai	vt.单一化, 简单化
	simply	5simpli	adv.简单地, 完全, 简直, 仅仅, 只不过, 朴素地, 只是
	simulate	5simjuleit	vt.模拟, 模仿, 假装, 冒充
	simultaneous	7simEl5teinjEs	adj.同时的, 同时发生的
	sin	sin	n.[俗] 违背习俗, 不合情理之事, 过失, 罪过, [数学] 正弦函数
	since	sins	adv.以后, 后来, 以前prep.自从, 自...以来conj.自...以后, 自...以来, 因为, 既然
	sincere	sin5siE	adj.诚挚的, 真实的, 真诚的
	sing	siN	v.唱, 演唱
	single	5siN^l	adj.单一的, 单身的, 单纯的, 孤独的, 专一的, 个别的n.一个, 单打, 单精度型vt.选出vi.[棒]作一垒打
	singular	5siN^julE	n.单数adj.单一的, 非凡的, 异常的, 持异议的
	sink	siNk	vi.沉下, (使)下沉n.水槽, 水池接收器
	sip	sip	v.吸吮
	sir	sE:, sE	n.先生, 阁下
	siren	5saiErin	n.汽笛, 警报器, 空袭警报, 妖妇v.(救火车等)响着警报器行驶
	sister	5sistE	n.姐妹, 姐, 女会员, 修女, 妹vt.姐妹般对待
	sit	sit	v.(使)就座, (使)坐
	site	sait	n.地点, 场所, 遗址vt.定...的地点n.站点
	situated	5sitjueitid	adj.位于,被置于境遇,处于...的立场
	situation	7sitju5eiFEn	n.情形, 境遇, (建筑物等的)位置
	six	siks	num.六, 六个
	size	saiz	n.大小, 尺寸, (衣服等)尺码vt.依大小排列
	skate	skeit, skit	n.冰鞋, 溜冰, 老马, 可鄙的人vi.滑冰, 滑过
	skeleton	5skelitEn	n.(动物之)骨架, 骨骼, 基干, 纲要, 万能钥匙
	skeptical	5skeptikEl	adj.怀疑性的,好怀疑的,<口>无神论的
	sketch	sketF	n.略图, 草图, 概略, 梗概, 草图, 拟定vi.绘略图, 素描v.勾画
	ski	ski:, Fi:	n.滑雪橇vi.滑雪
	skilful	5skilful	adj.巧妙的, 技术好的
	skill	skil	n.技能, ,技巧, 熟练, 巧妙
	skilled	skild	adj.熟练的
	skillful	5skilful	adj.灵巧的, 熟练的, 制作精巧的
	skim	skim	v.撇去
	skin	skin	n.皮, 皮肤, 兽皮, 皮毛, 外皮, 外壳v.长皮
	skip	skip	v.跳, 蹦, 急速改变, 跳读, 遗漏, 跳跃n.跳跃
	skirt	skE:t	n.裙子v.环绕
	skull	skQl	n.头脑, 头骨
	sky	skai	n.天, 天空
	skyscraper	5skaIskreIpE(r)	n.摩天楼, 高丛的烟囱
	slack	slAk	n.松弛, 静止, 淡季, 闲散, 家常裤adj.松弛的, 不流畅的, 疏忽的, 软弱的, 漏水的, 呆滞的, 懒散的adv.马虎地, 缓慢地vt.使松弛, 使缓慢, 马虎从事vi.松懈, 减弱, 松驰
	slam	slAm	v.砰地关上, 砰地放下, 猛力抨击, 冲击n.砰, 猛击, 撞击, 冲击
	slap	slAp	vt.拍, 掌击, 拍击n.拍, 掌击, 拍击
	slaughter	5slC:tE	n.屠宰, 残杀, 屠杀v.屠宰, 残杀, 屠杀
	slave	sleiv	n.奴隶v.辛勤努力
	sleep	sli:p	vi.睡, 睡觉n.睡眠
	sleeve	sli:v	n.袖子
	slender	5slendE	adj.苗条的, 微薄的, 微弱的
	slice	slais	n.薄片, 切片, 一份, 部分, 片段v.切(片)
	slide	slaid	v.(使)滑动, (使)滑行n.滑, 滑动, 幻灯片
	slight	slait	adj.轻微的, 微小的
	slim	slim	adj.苗条的, 纤细的, 不足取的, 无价值的, 细长的v.变细, 减肥
	slip	slip	n.滑倒, 事故, 片, 纸片vi.滑动, 滑倒, 失足, 减退vt.使滑动, 滑过, 摆脱, 闪开, 塞入adj.滑动的, 活络的, 有活结的abbr.Serial Line Interface Protocol, 串行线路接口协议, 是旧式的协议
	slipper	5slipE	n.拖鞋, 制轮器vt.用拖鞋打(孩子等)
	slippery	5slipEri	adj.滑的, 光滑的
	slit	slit	vt.切开, 撕裂n.裂缝, 狭长切口
	slogan	5slEu^En	n.口号, 标语
	slope	slEup	n.斜坡, 斜面, 倾斜v.(使)顺斜
	slot	slCt	n.缝, 狭槽, 位置, 水沟, 细长的孔, 硬币投币口, 狭通道, 足迹vt.开槽于, 跟踪
	slow	slEu	adj.慢的, 迟钝的, 不活跃的, 缓慢的v.(_ down)(使)慢下来, (使)减速, 减缓adv.缓慢
	slum	slQm	n.贫民窟vi.访问贫民区
	sly	slai	adj.狡猾的
	small	smC:l	adj.小的, 少的
	smart	smB:t	n.刺痛, 痛苦adj.巧妙的, 聪明的, 漂亮的, 潇洒的, 刺痛的, 剧烈的, 厉害的, 敏捷的vi.刺痛, 懊恼轻快地, 严厉地, 灵巧地, 精确的, 时髦地, 大大的
	smash	smAF	v.打碎, 粉碎n.打碎, 粉碎adj.出色的
	smell	smel	n.气味, 臭味, 嗅觉v.嗅, 闻到, 散发(...的)气味, 有(...的)气味
	smile	smail	vi.(_ at) 微笑n.微笑
	smog	smC^	n.烟雾
	smoke	smEuk	n.烟, 烟尘, 烟幕v.抽烟, 吸烟vi.冒烟
	smooth	smu:T	adj.平滑的, 平坦的, 平稳的, 无毛的, 流畅的, 圆滑的, 安祥的vt.使光滑, 烫平, 使优雅, 消除vi.变平滑, 变平静n.一块平地, 平滑部分
	smuggle	5smQ^l	n.走私, 偷带v.走私
	snack	snAk	n.小吃, 快餐, 一份v.吃快餐(小吃)
	snake	sneik	n.蛇v.迂回前进
	snap	snAp	v.猛地吸住, 突然折断, 使劈啪地晌, 猛咬n.猛咬, 突然折断, 劈啪声adj.突然的
	snatch	snAtF	v.攫取n.攫取
	sneak	sni:k	vi.鬼鬼祟祟做事vt.偷偷摸摸地做, <口>偷窃n.鬼鬼祟祟的人, 偷偷摸摸的行为, <美口>帆布胶底运动鞋adj.暗中进行的
	sneeze	sni:z	n.喷嚏vi.打喷嚏
	sniff	snif	v.用力吸, 嗅, 闻到, 发觉, 轻视, 用力吸气n.吸, 闻, 吸气声, 嗤之以鼻
	snow	snEu	n.雪vi.下雪
	snowstorm	5snEJstC:m	n.暴风雪
	so	" sE;sEu;"	conj.因而, 所以, 那么, 这样看来adv.[表示程度] 如此, 那么, 非常, 很, [表示方式] 这样, 那样, 如此, 因此[域] Somalia , 索马里
	soak	sEuk	v.浸, 泡, 浸透n.浸透
	soap	sEup	n.肥皂
	soar	sC:, sCE	v.高飞, 高丛, 滑翔, 剧增, 昂扬n.高飞范围, 高涨程度
	sob	sCb	v.哭诉, (风等)发呜咽声, 哭泣n.呜咽, 哭泣
	sober	5sEubE	adj.冷静的v.镇定
	so-called		adj.所谓的, 号称的
	soccer	5sCkE	n.英式足球
	sociable	5sEuFEbl	adj.好交际的, 友善的, 增进友谊的, 喜欢群居的
	social	5sEuFEl	adj.社会的, 爱交际的, 社交的, 群居的
	socialism	5sEuFElizEm	n.社会主义, 社会主义运动
	society	sE5saiEti	n.社会, ...会, ...社, 友伴, 交际, 社交界, 上流社会
	sociology	7sEusi5ClEdVi	n.社会学
	sock	sCk	n.短袜, 鞋内衬底, 轻软鞋, 一击, 零食vt.给...穿袜, 重击, 猛投, 请...吃零食vi.爱吃零食adj.非常成功的adv.正着地, 不偏不倚地
	soda	5sEudE	n.苏打, 碳酸水
	sofa	5sEufE	n.沙发
	soft	sCft	adj.软的, 柔软的, 温和的, 温柔的, 不含酒精的n.软件
	software	5sCftwZE	n.软件
	soil	sCil	n.土壤, 土地, 国土, 国家, 温床, 粪便, 务农vt.弄脏, 污辱vi.变脏
	solar	5sEulE	adj.太阳的, 日光的
	soldier	5sEuldVE	n.士兵, 军人
	sole	sEul	adj.单独的, 唯一的n.脚底, 鞋底, 基础v.换鞋底
	solemn	5sClEm	adj.庄严的, 隆重的, 严肃的
	solid	5sClid	n.固体, 立体adj.固体的, 实心的, 坚固的, 结实的, 立体的, 可靠的, 一致的, 纯粹的
	solidarity	7sCli5dAriti	n.团结
	solitary	5sClitEri	adj.孤独的
	solo	5sEulEu	n.独奏曲adj.单独的
	soluble	5sCljubl	adj.可溶的, 可溶解的
	solution	sE5lju:FEn	n.解答, 解决办法, 溶解, 溶液解决方案
	solve	sClv	vt.解决, 解答
	some	sQm, sEm, sm	adj.一些, 少许, 若干, 有些, 大约, 相当的pron.一些, 若干, 有些, 某些
	somebody	5sQmbEdi	n.重要人物, 有名气的人pron.有人, 某人
	somehow	5sQmhau	adv.不知何故
	someone	5sQmwQn	pron.有人, 某人
	something	5sQmWiN	pron.某事, 某物adj.有点象, 大约
	sometime	5sQmtaim	adv.在某一时候, 曾经, 有一天
	sometimes	5sQmtaimz	adv.不时, 有时
	somewhat	5sQm(h)wCt	adv.稍微, 有点, 有些
	somewhere	5sQm(h)wZE	adv.某处, 在某处
	son	sQn	n.儿子, 女婿, (长者对年轻男子的称呼)孩子
	song	sCN	n.歌, 歌曲
	soon	su:n	adv.立刻, 不久, 快, 早, 宁愿
	sophisticated	sE5fistikeitid	adj.诡辩的, 久经世故的
	sophomore	5sCfEmC:, -mCr	n.大学二年级生, 有二年经验的人
	sore	sC, sCE	adj.疼痛的, 痛心的, 剧烈的n.痛的地方, 痛处
	sorrow	5sCrEu	n.悲哀, 悲痛
	sorry	5sCri	adj.遗憾的, 对不起的, 可怜的, 抱歉的
	sort	sC:t	n.种类, 类别v.分类, 拣选
	soul	sEul	n.灵魂, 心灵, 精神, 精力
	sound	saund	n.声音, 语音, 噪音, 吵闹, 海峡, 听力范围, 探条adj.健全的, 可靠的, 合理的, 有效彻底的, 健康的adv.彻底地, 充分地vi.发出声音, 回响, 测深, 听起来vt.使发声, 宣告, 听诊, 测...深, 试探
	soup	su:p	n.汤
	sour	5sauE	adj.酸的, 发酵的, 酸腐的, 酸味的
	source	sC:s	n.来源, 水源, 消息来源, 原始资料, 发起者源,源极
	south	sauW	n.南部, 南adj.南的, 南方的adv.在南方, 向南方
	southeast	5sauW5i:st	n.东南adj.东南的
	southern	5sQTEn	adj.南的, 南方的
	southwest	5sauW5west	n.西南方adj.西南的, 向西南方的
	sovereign	5sCvrin	n.君主, 统治adj.至高无上的, 君主的, 独立自主的, 完全的
	sow	sau	n.大母猪vt.播种, 散布, 使密布vi.播种
	space	speis	n.空间, 间隔, 距离, 空地, 余地, 一段时间vt.留间隔, 隔开
	spacecraft	5speiskrB:ft	n.太空船
	spaceship	5speisFip	n.太空船
	spacious	5speiFEs	adj.广大的, 大规模的
	spade	speid	n.铲, 铁锹v.铲
	span	spAn	n.跨度, 跨距, 范围v.横越
	spare	spZE	adj.多余的, 剩下的, 高而瘦的人的, 少量的, 贫乏的, 备用的v.节约, 节省, 不伤害, 宽恕, 分让, 提供给某人
	spark	spB:k	n.火花, 火星, 闪光, 情郎, 花花公子, 活力, 电信技师, 瞬间放电vi.闪烁, 发火花, 求婚vt.发动, 鼓舞, 使有朝气, 求婚
	sparkle	5spB:kl	v.发火花, (使)闪耀, (香槟酒等)发泡, 用眼神表达, 发光闪烁n.火花, 闪光, 光彩, 活力, 发泡
	speak	spi:k	v.说话, 谈话, 说明事实, 表示意见, 发言, 演讲, 操(某种语言)
	speaker	5spi:kE	n.说话者, 演讲人, 演说者, 扬声器, 喇叭
	spear	spiE	n.矛, 枪
	special	5speFEl	n.特派员, 专车, 专刊adj.特别的, 特殊的, 专门的, 专用的
	specialise	5speFE7laiz	v.专门研究, 深入
	specialist	5speFElIst	n.专门医师, 专家
	speciality	7speFi5Aliti	n.特性, 特质, 专业, 特殊性
	specialize	5speFElaiz	vi.专攻, 专门研究, 使适应特殊目的, 使专用于
	specialty	5speFElti	n.专业
	species	5spi:Fiz	n.种类, (原)核素n.[律]式样n.[宗]圣餐物
	specific	spi5sifik	n.特效药, 细节adj.详细而精确的, 明确的, 特殊的, 特效的, [生物]种的
	specification	7spesifi5keiFEn	n.详述, 规格, 说明书, 规范
	specify	5spesifai	vt.指定, 详细说明, 列入清单
	specimen	5spesimin, -mEn	n.范例, 标本, 样品, 样本, 待试验物
	spectacle	5spektEkl	n.观览物, 展览物, 公开展示, 奇观, 景象, 光景, (a pair of _s)眼镜
	spectacular	spek5tAkjulE	adj.引人入胜的, 壮观的
	spectator	"spek5teitE;5spekteitE"	n.观众(指比赛或表演)
	spectrum	5spektrEm	n.光, 光谱, 型谱频谱
	speculate	5spekju7leit	vi.推测, 思索, 做投机买卖
	speech	spi:tF	n.演说, 讲话语音
	speed	spi:d	n.迅速, 速度, 速率v.加快, 速飞, 飞跑
	spell	spel	n.符咒, 魅力, 一段时间, 轮班vt.拼写, 拼成, 意味着, 轮值, 招致, 迷住vi.轮替, 拼字
	spelling	5speliN	n.拼法, 拼写法
	spend	spend	v.花费, 消耗, 用尽vt.度过, 消磨
	sphere	sfiE	n.球, 球体, 范围, 领域, 方面, 圈子, 半球
	spicy	5spaisi	adj.加香料的, 出产香料的, 辛辣的, 有风味的
	spider	5spaidE	n.蜘蛛, 设圈套者, 三脚架
	spill	spil	n.溢出, 溅出, 摔下, 木片, 小塞子, 暴跌, 溢出量vt.使溢出, 使散落, 洒, 使流出, 使摔下, 倒出vi.溢出, 涌流, 充满
	spin	spin	v.旋转, 纺, 纺纱n.旋转
	spine	spain	n.脊骨, 书脊, 地面隆起地带, 中心, 剌
	spiral	5spaiErEl	adj.螺旋形的n.螺旋v.盘旋
	spirit	5spirit	n.精神, 灵魂, 幽灵, 妖精, 勇气, 火力, 热情, 情绪vt.诱拐, 鼓励, 鼓舞
	spiritual	5spiritjuEl	adj.精神上的
	spit	spit	n.唾液v.吐(唾沫), 吐出, 发射, 发出, 喷吐
	spite	spait	n.(in _ of)不顾, 不管, 敌意v.困扰
	splash	splAF	n.溅, 飞溅, 斑点v.溅, 泼, 溅湿
	splendid	5splendid	adj.壮丽的, 辉煌的, 极好的
	split	split	v.劈开, (使)裂开, 分裂, 分离n.裂开, 裂口, 裂痕
	spoil	spCil	vt.损坏, 搞糟, 宠坏, 溺爱v.扰乱
	spokesman	5spEuksmEn	n.发言人, 代表者
	sponge	spQndV	n.海绵, 海绵体, 海绵状物, (外科用的)棉球, 纱布v.用海绵等冼涤、揩拭、擦拭或清除, 用海绵吸收(液体), (俗)依赖某人生活, 诈取某人钱财, 海绵般吸收
	sponsor	5spCnsE	n.发起人, 主办者, 保证人, 主办人vt.发起, 主办v.赞助
	spontaneous	spCn5teinjEs, -niEs	adj.自发的, 自然产生的
	spoon	spu:n	n.匙, 调羹, 勺子
	sport	spC:t	n.运动,运动会
	sportsman	5spC:tsmEn	n.运动家, 冒险家
	spot	spCt	n.班点, 污点, 地点, 场所, 现场v.沾污, 弄脏, 侦察vt.认出, 发现
	spouse	spauz	n.配偶(指夫或妻)
	spray	sprei	n.喷雾, 飞沫vt.喷射, 喷溅
	spread	spred	n.伸展, 展开, 传播, 蔓延, 酒席, 宴会, 桌布v.伸展, 展开, 铺, 涂, 敷, 摆, 传播, 散布
	spring	spriN	n.春天, 跃起, 泉, 弹簧, 发条, 弹性, 弹力, 根源v.跳, 跃, 跃出, 使跳跃, 使爆炸, 触发
	sprinkle	5spriNkl	v.撒(某物)于(某物之表面), 洒, 喷撒
	sprout	spraut	v.萌芽n.苗芽
	spur	spE:	n.踢马剌, 剌激物, (鸟, 虫等的)距, 刺激v.鞭策, 刺激, 疾驰, 驱策
	spy	spai	n.特工人员, 间谍, 侦探, 探员, 秘密侦察他人行动者v.侦察, 侦察, 发现
	square	skwZE	n.正方形, 广场, 平方, 直角尺adj.正方形的, 四方的, 直角的, 正直的, 公平的, 结清的, 平方的, 彻底的adv.成直角地, 正直地, 公平地, 坚定地v.使成方形, 弄平, 使直, 与...一致, 符合, 自乘, 结算
	squeeze	skwi:z	n.压榨, 挤v.压榨, 挤, 挤榨
	squirrel	5skwirEl	n.松鼠v.贮藏
	stab	stAb	n.刺, 刺伤的伤口, 一阵突然而强烈的感觉, 中伤, 伤痛v.剌, 刺伤, 伤害(感情等)
	stability	stE5biliti	n.稳定性
	stable	5steibl	adj.稳定的
	stack	stAk	n.堆, 一堆, 堆栈v.堆叠
	stadium	5steidiEm	n.露天大型运动场
	staff	stB:f	n.棒, 杖, 杆, 支柱, 全体职员, [军]参谋机构, [音]五线谱vt.供给人员, 充当职员
	stage	steidV	n.舞台, 戏剧, 活动场所, 发展的进程, 阶段或时期, 驿站vt.上演, 筹备, 举行
	stagger	5stA^E	v.摇晃, 蹒跚, 交错, 摇摇摆摆adj.交错的
	stain	stein	n.污点, 瑕疵v.染污, 沾污
	stair	stZE	n.(阶梯的某)一级, 楼梯
	staircase	5steEkeIs	n.楼梯
	stairway	5steEweI	n.楼梯
	stake	steik	n.树桩
	stale	steil	n.(牲畜等的)尿adj.不新鲜的, 陈腐的, 疲倦的, 陈旧的vt.使变旧, 走味vi.变陈旧, 变无味, 失时效, 撒尿
	stalk	stC:k	n.茎, 柄, 梗, 秆
	stall	stC:l	n.货摊, 畜栏, 厩, 出售摊v.(使)停转, (使)停止, 迟延
	stamp	stAmp	n.邮票, 印花, 印, 图章, 标志, 印记, 跺脚, 顿足v.跺(脚), 顿(足), 压印
	stand	stAnd	n.停止, 抵抗的状态, 立场, 立足点, 看台, 架子, 台v.站, 立, 站起, (使)竖立, (使)位于, 维持不变, 持久, 经受
	standard	5stAndEd	n.旗, 军旗, 标准, 规格, 本位adj.标准的, 权威, 第一流的
	standpoint	5stAndpCInt	n.立场, 观点
	staple	5steipl	n.钉书钉, 钉, 主要产品(或商品), 原材料, 主要成分, 来源adj.主要的, 常用的, 大宗生产的v.把...分类, 把...分级
	star	stB:	n.星, 恒星, 明星, 名角
	stare	steE(r)	v.(_ at) 凝视, 盯着看
	start	stB:t	n.动身, 出发点, 开始, 惊起, 惊跳, 赛跑的先跑权, 优先地位v.出发, 起程, 开始, 着手, 惊动, 惊起, 起动, 发动
	startle	5stB:tl	v.震惊
	starve	stB:v	vt.使饿死vi.饿得要死
	state	steit	n.情形, 状态, 国家, 政府, 州adj.国家的, 国有的, 国营的, 州的, 正式的, 典礼用的vt.声明, 陈述, 规定
	statement	5steitmEnt	n.声明, 陈述, 综述
	statesman	5steitsmEn	n.政治家
	static	5stAtik	adj.静态的, 静力的静电噪声
	station	5steiFEn	n.位置, 岗位, 地位, 身份, ...局, ...站vt.驻扎, 配置
	stationary	5steiF(E)nEri	固定的
	stationery	5steiF(E)nEri	n.文具, 信纸
	statistical	stE5tistikEl	adj.统计的, 统计学的
	statue	5stAtju:	vt.以雕像装饰n.雕像
	status	5steitEs	n.身份, 地位, 情形, 状况
	statute	5stAtju:t	n.法令, 条例
	stay	stei	n.逗留, 延缓, 中止, 支柱v.在, 暂住, 坚持, 止住, 抑制, 延缓, 停(下)
	steady	5stedi	adj.稳固的, 稳定的, 坚定的, 扎实的, 坚定不移的v.(使)稳定, (使)稳固
	steak	steik	n.(供煎, 烤等的)肉, 鱼, 肉片, 鱼片, 肉排, 牛排
